Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,Volatility,Volume_SMA,Volume_Ratio,Signal,Position,Market_Trend,Daily_Return,Strategy_Return,Cumulative_Return,Cumulative_Market_Return,Portfolio_Value,Peak,Drawdown
2023-08-15,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779,29308.46298828125,,,43.460490288409325,-21.742678600414365,-25.379547103506034,3.6368685030916694,29308.46298828125,29704.656658152104,28912.2693184104,0.027036127416798835,0.006759031854199738,11839169562.2,1.06765898677197,0,0,-1,-0.008096168172366025,-0.0,1.0,0.9770162809683799,100000.0,100000.0,0.0
2023-08-16,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904,29283.01748046875,,,34.84328161324156,-66.10125981339661,-33.533984349849234,-32.567275463547375,29283.01748046875,29762.306586519935,28803.728374417562,0.032734953381827116,0.00818373834545678,12048094196.55,1.2407997198661311,0,0,-1,-0.016063173634291772,-0.0,1.0,0.9613222988036548,100000.0,100000.0,0.0
2023-08-17,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211,29150.28271484375,,,18.06872664475688,-248.97804327352424,-76.66551153014582,-172.31253174337843,29150.28271484375,30414.681528217436,27885.883901470064,0.08675036367519244,0.021687590918798082,13043213009.5,2.385980447327908,0,0,-1,-0.07097917151940503,-0.0,1.0,0.8930884384714415,100000.0,100000.0,0.0
2023-08-18,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529,28984.9146484375,,,15.623465515750496,-434.2575036220842,-148.24061758988222,-286.01688603220197,28984.9146484375,30855.389838156498,27114.439458718505,0.12906542678536598,0.03226635669634152,13920436038.0,1.7259686739275402,0,0,-1,-0.02306411031148714,-0.0,1.0,0.8724901482086224,100000.0,100000.0,0.0
2023-08-19,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812,28825.95947265625,,,16.54602742222427,-570.6036799328722,-232.76680489451607,-337.8368750383561,28825.95947265625,31091.1977985828,26560.7211467297,0.1571665517725655,0.03929163794314135,14018085502.25,0.7584091144467323,0,0,-1,0.0017907574452629138,0.0,1.0,0.8740525664374454,100000.0,100000.0,0.0
2023-08-20,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420,28673.93310546875,,,18.46778862055389,-663.6687688726779,-318.99091850989987,-344.67785036277803,28673.93310546875,31216.14904165504,26131.71716928246,0.17731895564068495,0.044329738910171244,13887075424.15,0.6507187542371335,0,0,-1,0.00357825614760654,0.0,1.0,0.8771801504066316,100000.0,100000.0,0.0
2023-08-21,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893,28496.353515625,,,18.152298677445074,-733.6991650625023,-401.96622660413544,-331.73293845836685,28496.353515625,31232.687731629645,25760.019299620355,0.1920480256889198,0.04801200642222994,13642033699.25,0.9801733515535246,0,0,-1,-0.002498831574187843,-0.0,1.0,0.8749882249505446,100000.0,100000.0,0.0
2023-08-22,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706,28340.33837890625,,,17.692314657769884,-786.9854210360863,-478.99506277703034,-307.990358259056,28340.33837890625,31268.38220572041,25412.29455209209,0.20663435895977203,0.05165858973994302,13406591954.65,1.08184248130036,0,0,-1,-0.0035401882238949023,-0.0,1.0,0.871890601940528,100000.0,100000.0,0.0
2023-08-23,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785,28202.98642578125,,,26.381112794943178,-789.4103112061603,-541.0942343295247,-248.31607687663552,28202.98642578125,31221.764250325603,25184.2086012369,0.21407504715775705,0.05351876178943928,13616837356.6,1.2473723038754916,0,0,-1,0.015365306423789304,0.0,1.0,0.8852874682073664,100000.0,100000.0,0.0
2023-08-24,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023,28057.40048828125,,,24.505638714033196,-802.6548078275046,-593.417216087273,-209.23759174023155,28057.40048828125,31178.406263145003,24936.3947134175,0.222472910572546,0.05561822764313652,13658581958.35,0.9423768925829926,0,0,-1,-0.01018731988472621,-0.0,1.0,0.8762687615787985,100000.0,100000.0,0.0
2023-08-25,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118,27907.6775390625,,,23.731659446399803,-812.5324594776466,-637.2475473282665,-175.28491214938015,27907.6775390625,31115.86493780945,24699.490140315553,0.22991432334392095,0.0574785808359802,13948965896.6,0.8893881603814029,0,0,-1,-0.004384352975912553,-0.0,1.0,0.8724268900262713,100000.0,100000.0,0.0
2023-08-26,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316,27756.00791015625,,,23.45894003669639,-813.931736236158,-672.5890828056818,-141.34265343047628,27756.00791015625,31024.672485661442,24487.34333465106,0.23552843666031292,0.05888210916507823,13887216412.7,0.43455917562292024,0,0,-1,-0.0015051281432193475,-0.0,1.0,0.8711137757611914,100000.0,100000.0,0.0
2023-08-27,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611,27601.463671875,,,25.37252610739708,-799.4642590561234,-697.9668166793169,-101.49744237680648,27601.463671875,30878.79647583003,24324.130867919972,0.23747529065239573,0.059368822663098945,13551996657.75,0.5101660504798171,0,0,-1,0.0031232321991347956,0.0,1.0,0.8738344663547587,100000.0,100000.0,0.0
2023-08-28,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166,27418.49658203125,,,25.777388073623328,-777.7065097449995,-713.9161121084533,-63.79039763654623,27418.49658203125,30594.151582375536,24242.841581686964,0.23164326248474587,0.05791081562118649,13223608848.2,0.8320576699073872,0,0,-1,0.0006307866874213364,0.0,1.0,0.8743856695031452,100000.0,100000.0,0.0
2023-08-29,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712,27326.79150390625,,,52.891231183869536,-626.7941931199894,-696.4905423879386,69.69634926794924,27326.79150390625,30343.848592455714,24309.734415356786,0.22081312312996482,0.05520328078249122,13773052373.15,2.132308141748773,0,0,-1,0.062101924766441385,0.0,1.0,0.928686702567484,100000.0,100000.0,0.0
2023-08-30,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235,27220.1751953125,,,47.892541524662434,-534.6900676063451,-664.1286854845374,129.4386178781923,27220.1751953125,30070.44834821312,24369.902042411875,0.20942357148321808,0.05235589287080452,13996967895.45,1.1676568351859147,0,0,-1,-0.015512708305083889,-0.0,1.0,0.9142802566437443,100000.0,100000.0,0.0
2023-08-31,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451,27046.8630859375,,,36.19501258271768,-562.2407312623545,-643.75020703218,81.50947576982549,27046.8630859375,29757.761345992058,24335.964825882944,0.20045934727743245,0.05011483681935812,14496259558.15,1.392152325228887,0,0,-1,-0.0500340578984273,-0.0,1.0,0.8685351053474423,100000.0,100000.0,0.0
2023-09-01,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221,26866.10107421875,,,35.30599625846867,-587.5296259312126,-632.5056989980669,44.97607306685427,26866.10107421875,29387.350739470592,24344.851408966908,0.18769003051740052,0.04692250762935015,15046684768.8,1.1432991709024791,0,0,-1,-0.005042060225742162,-0.0,1.0,0.8641558990381092,100000.0,100000.0,0.0
2023-09-02,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473,26695.3953125,,,36.18485066130964,-595.3158799864032,-625.0675278497847,29.75164786338155,26695.3953125,28978.751199743194,24412.039425256808,0.17106739649395802,0.04276684912348949,15185209283.45,0.6651464121741261,0,0,-1,0.0026384615075991658,0.0,1.0,0.866435941114286,100000.0,100000.0,0.0
2023-09-03,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523,26523.45146484375,,,37.53753011902632,-586.7508415815428,-617.4040196941936,30.653178112650835,26523.45146484375,28434.089064326563,24612.81386536094,0.14407156640343888,0.03601789160085971,14932650744.4,0.6001964873089328,0,0,-1,0.0038953327054152,0.0,1.0,0.8698109973728557,100000.0,100000.0,0.0
2023-09-04,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106,26355.5548828125,,,36.24713096605784,-585.6015501952425,-611.0434123173759,25.441862122133443,26355.5548828125,27826.37798859963,24884.73177702537,0.11161389789188712,0.027903474472971774,14834672710.75,0.7199778056620176,0,0,-1,-0.006051329012069284,-0.0,1.0,0.8645474848494364,100000.0,100000.0,0.0
2023-09-05,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040,26209.4650390625,28122.944140625,,35.97228416772842,-580.5426170401952,-604.9431661963176,24.40054915612245,26209.4650390625,27201.58586130628,25217.344216818718,0.07570706389963536,0.01892676597490881,14641946117.55,0.7577367073289336,0,0,-1,-0.0012565113521479931,-0.0,1.0,0.8634611711202521,100000.0,100000.0,0.0
2023-09-06,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327,26163.89931640625,28040.8776171875,,35.73167047474989,-572.0392917607933,-598.3623161691887,26.32302440839544,26163.89931640625,27151.715578938336,25176.08305387416,0.07550986575710224,0.018877466439275542,13723538823.35,0.9292577877436271,0,0,-1,-0.0010374752516241204,-0.0,1.0,0.8625653515244764,100000.0,100000.0,0.0
2023-09-07,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100,26173.43125,27967.403046875,,43.18320561917195,-520.6553921974883,-582.8207894125561,62.165397215067856,26173.43125,27160.28049213516,25186.582007864843,0.0754084730205298,0.018852118255132437,13076642351.9,0.8479475695371373,0,0,-1,0.018908652030005024,0.0,1.0,0.8788752996095918,100000.0,100000.0,0.0
2023-09-08,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400,26163.9037109375,27889.6758203125,,39.77156631718346,-500.72663990724686,-566.4018395298835,65.67519962263668,26163.9037109375,27157.54818954072,25170.259232334276,0.07595536886094269,0.01898884221523568,13085937981.3,0.8266397422529561,0,0,-1,-0.012749181613965876,-0.0,1.0,0.8676703587988404,100000.0,100000.0,0.0
2023-09-09,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132,26149.2083984375,27809.4144921875,,39.67091101789978,-480.1810816856196,-549.1575871510184,68.97650546539887,26149.2083984375,27149.92194025583,25148.494856619167,0.0765387254994784,0.019134681374869632,12908174666.9,0.42463898060316385,0,0,-1,-0.0003851113886439439,-0.0,1.0,0.8673362090620782,100000.0,100000.0,0.0
2023-09-10,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047,26134.6126953125,27730.62296875,,38.994959073718356,-463.5968578557222,-532.0453612614115,68.44850340568928,26134.6126953125,27145.33098765432,25123.894402970676,0.07734710317885098,0.01933677579471274,12634574424.6,0.6252330139129394,0,0,-1,-0.0024502611024840304,-0.0,1.0,0.8652110088862375,100000.0,100000.0,0.0
2023-09-11,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467,26091.16259765625,27632.1852734375,,32.669053657108236,-498.0588200078055,-525.2480275788456,27.18920757104013,26091.16259765625,27191.278796752205,24991.046398560295,0.08432864537778612,0.021082161344446498,12639383712.65,1.1551201228575512,0,0,-1,-0.02592003689674205,-0.0,1.0,0.8427847076124387,100000.0,100000.0,0.0
2023-09-12,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324,26061.24775390625,27565.313828125,,42.69676982651678,-466.4838750162198,-513.4951618881676,47.01128687194773,26061.24775390625,27154.90041292599,24967.59509488651,0.08392941653039727,0.020982354132599298,12722984389.6,1.466423187569954,0,0,-1,0.026654161568650414,0.0,1.0,0.8652484273767285,100000.0,100000.0,0.0
2023-09-13,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070,26064.5453125,27505.3325,,47.64223597115807,-405.2531395005535,-491.84670557289036,86.59356607233684,26064.5453125,27159.878225183103,24969.212399816894,0.08404772840275151,0.021011932100687893,12733011641.95,1.0266288477215335,0,0,-1,0.01528956036711282,0.0,1.0,0.8784776954396544,100000.0,100000.0,0.0
2023-09-14,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124,26089.14560546875,27449.0265234375,,51.216284087654216,-328.0707481272475,-459.0914513371605,131.020703209913,26089.14560546875,27204.794217756928,24973.496993180575,0.08552588338150224,0.021381470845375596,12803277342.25,1.0787362293889702,0,0,-1,0.011870739692642074,0.0,1.0,0.8889058754880106,100000.0,100000.0,0.0
2023-09-15,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788,26119.15712890625,27396.9866015625,,51.998528054371675,-258.4086758137928,-418.95483472330096,160.54615890950816,26119.15712890625,27257.724789684817,24980.58946812768,0.08718257294133795,0.02179564323533451,13075523265.85,0.8779561287602311,0,0,-1,0.0026006171627044328,0.0,1.0,0.8912175793638335,100000.0,100000.0,0.0
2023-09-16,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417,26143.0865234375,27341.9673046875,,51.47803670350648,-204.08425415738748,-375.98066592394065,171.89641176655317,26143.0865234375,27299.03130041859,24987.141746456415,0.0884321578437016,0.0221080394609254,13099936406.15,0.5650433091816373,0,0,-1,-0.001518755875352329,-0.0,1.0,0.8898640374289574,100000.0,100000.0,0.0
2023-09-17,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670,26164.48837890625,27285.5126953125,,51.014097988761065,-161.89676070363203,-333.16384288526103,171.267082181629,26164.48837890625,27333.33166342689,24995.645094385614,0.08934577795627419,0.022336444489068526,12888506681.35,0.5256008967898862,0,0,-1,-0.0012832501161511578,-0.0,1.0,0.8887221192995679,100000.0,100000.0,0.0
2023-09-18,26754.28125,27414.734375,26415.515625,26532.994140625,15615339655,26115.8328125,27235.0921484375,,53.902349766799674,-109.57069784665873,-288.44517878959005,178.8744809429313,26115.8328125,27072.500634178192,25159.16499082181,0.07326343590469722,0.018315858976174316,12200854078.5,1.279856275186252,0,0,-1,0.008294723552398242,0.0,1.0,0.8960938235940593,100000.0,100000.0,0.0
2023-09-19,27211.1171875,27488.763671875,26681.60546875,26760.8515625,13807690550,26111.525390625,27194.712265625,,59.27034264097371,-31.13141134572652,-236.98239299710315,205.85098165137663,26111.525390625,27046.32135135284,25176.72942989716,0.07160025672521339,0.017900064181303372,12074055844.25,1.1435834592876764,0,0,-1,0.017075246134672373,0.0,1.0,0.9113948461916875,100000.0,100000.0,0.0
2023-09-20,27132.0078125,27379.505859375,26864.08203125,27210.228515625,13281116604,26171.5521484375,27143.8377734375,,58.0105686410835,24.40239026256313,-184.7054100933347,209.10780035589784,26171.5521484375,27206.484917374943,25136.619379500054,0.07908837527614745,0.019772093819036843,11729061601.9,1.1323255904674063,0,0,-1,-0.00290724465500225,-0.0,1.0,0.9087451983965001,100000.0,100000.0,0.0
2023-09-21,26567.6328125,27152.939453125,26389.30078125,27129.83984375,13371443708,26209.89755859375,27092.15125,,49.86735169195474,22.868993391464755,-143.19051271840783,166.0595061098726,26209.89755859375,27243.80859428233,25175.986522905172,0.07889470253572806,0.019723675633932,11537490676.25,1.158955970861602,0,0,-1,-0.02080107760178318,-0.0,1.0,0.8898423190044067,100000.0,100000.0,0.0
2023-09-22,26579.568359375,26726.078125,26495.533203125,26564.056640625,10578746709,26245.43603515625,27040.1690234375,,50.02711701657764,22.353886808483367,-110.08162217224243,132.43550898072579,26245.43603515625,27278.84283148918,25212.02923882332,0.0787494477095874,0.019687361927396858,11561408638.05,0.9150049998392117,0,0,-1,0.0004492514240630463,0.0,1.0,0.890242081933411,100000.0,100000.0,0.0
2023-09-23,26579.390625,26634.185546875,26520.51953125,26578.556640625,7404700301,26275.92724609375,26990.275,,50.02456043913855,21.681284201695235,-83.7290341219387,105.41031832363393,26275.92724609375,27311.046661416374,25240.807830771126,0.07878842148008366,0.019697105370020916,11483517426.95,0.6448111694089773,0,0,-1,-6.686879658768241e-06,-0.0,1.0,0.890236128991742,100000.0,100000.0,0.0
2023-09-24,26256.826171875,26716.05859375,26221.05078125,26579.373046875,8192867686,26298.14775390625,26934.568984375,,45.48179007746215,-4.706410355476692,-67.92450611784344,63.218095762366744,26298.14775390625,27310.19519816665,25286.10030964585,0.07696720344953363,0.01924180086238343,11359129055.95,0.7212584385339396,0,0,-1,-0.01213588594546644,-0.0,1.0,0.8794323248657646,100000.0,100000.0,0.0
2023-09-25,26298.48046875,26421.5078125,26011.46875,26253.775390625,11997833257,26324.07265625,26879.701484375,,46.16170842059817,-22.016948048578342,-58.74299299316825,36.72604494458991,26324.07265625,27306.35816817571,25341.787144324288,0.07463020823204511,0.018657552058011263,11404283716.8,1.0520461920221806,0,0,-1,0.0015864178176880905,0.0,1.0,0.8808274719753825,100000.0,100000.0,0.0
2023-09-26,26217.25,26389.884765625,26090.712890625,26294.7578125,9985498161,26347.27333984375,26820.434921875,,44.9835261031171,-41.78196972254591,-55.35078789249267,13.56881816994676,26347.27333984375,27294.067872098178,25400.47880758932,0.07187039964569207,0.017967599911423042,11265923358.5,0.886345294854688,0,0,-1,-0.0030887894396227633,-0.0,1.0,0.8781067813818153,100000.0,100000.0,0.0
2023-09-27,26352.716796875,26817.841796875,26111.46484375,26209.498046875,11718380997,26352.8994140625,26752.1794140625,,47.394860225537386,-46.02311729891517,-53.485253577313465,7.462136278398297,26352.8994140625,27298.351167182616,25407.447660942384,0.07175314854467983,0.017938287136169954,11297427053.35,1.037261045516127,0,0,-1,0.005167086436411061,0.0,1.0,0.8826440350216138,100000.0,100000.0,0.0
2023-09-28,27021.546875,27259.5,26327.322265625,26355.8125,14079002707,26408.69404296875,26701.38046875,,57.33707023983072,4.352885609230725,-41.91762476543383,46.27051037466455,26408.69404296875,27374.50166823912,25442.886417698377,0.07314315684819077,0.018285789212047723,11460509368.7,1.2284796647391094,0,0,-1,0.02537992888096885,0.0,1.0,0.9050454778576738,100000.0,100000.0,0.0
2023-09-29,26911.720703125,27225.9375,26721.763671875,27024.841796875,10396435377,26459.49619140625,26651.023046875,,55.482738730272445,35.03629976803131,-26.52683882140388,61.5631385894352,26459.49619140625,27418.548209656496,25500.444173156007,0.07249208460452346,0.018123021151130847,11706265430.95,0.8881086319393576,0,0,-1,-0.004064392478456136,-0.0,1.0,0.9013670178248083,100000.0,100000.0,0.0
2023-09-30,26967.916015625,27091.794921875,26888.96875,26911.689453125,5331172801,26516.2806640625,26602.4270703125,,56.26218801260441,63.14547401166055,-8.592375287766638,71.7378492994272,26516.2806640625,27453.184038144012,25579.377289980985,0.07066627374715478,0.017666568436788727,11577846418.65,0.46046325095592566,0,0,-1,0.0020881352448591795,0.0,1.0,0.903249194063282,100000.0,100000.0,0.0
2023-10-01,27983.75,28047.23828125,26965.09375,26967.396484375,9503917434,26657.33544921875,26573.7827734375,,67.3805992274202,165.26575934471475,26.179253138635627,139.08650620607912,26657.33544921875,27585.57379660445,25729.09710183305,0.06964224531397453,0.01741056132849366,11323041967.0,0.8393431254338122,0,0,-1,0.037668241913332734,0.0,1.0,0.9372730032132806,100000.0,100000.0,0.0
2023-10-02,27530.78515625,28494.458984375,27347.787109375,27976.798828125,19793041322,26742.20751953125,26538.7401953125,,60.050215779375996,207.34344338225856,62.41209243770954,144.93135094454902,26742.20751953125,27663.603742016316,25820.811297046184,0.06890951106501744,0.017227377766254385,11379830066.9,1.7393090411403531,0,0,-1,-0.016186709920936293,-0.0,1.0,0.9221016369935424,100000.0,100000.0,0.0
